ID,STATUS,Applied Criterios,TITLE,ABSTRACT
2463.0,Excluded,ec3,The evolution of a production planning system: A 10-year case study,"This paper describes the evolution of a production planning system (PPS) from a simple work sequence generation tool to a useful, sustained scheduling system. Three stages of evolution are described. In the first stage, a Gantt chart sequencing tool was converted to a scheduler's information system. This change was driven by the need to support the scheduler's daily task. The second stage of evolution was caused by an MRPâ€“ERP conversion. The integration and conversion increased overhead and complexity in the job task and hence the tool, including the transformation of the previously integrated dispatching/scheduling task into separate dispatching and scheduling activities. The third stage of evolution has been small continuous improvements driven by management reporting requirements. \{PPS\} was developed in 1996 and has been fully operational since January 1997. Two major insights are discussed in this paper: the implications of supporting the scheduling task versus work sequence generation, and the software design requirements for evolutionary change as the software is used in an ever-changing situation."
2466.0,Excluded,ec3,The Failure of the Off-shore Experiment: A Case for Collocated Agile Teams,"Over the past few years distributed and offshore teams have been held up as the most cost effective delivery model for IT projects of all types. Yet case studies do not support these assumptions. The authors had the opportunity to compare the productivity, quality and performance of collocated agile teams with distributed agile teams and found that the collocated teams perform substantially better. In the first case a collocated team was eight times more productive, while in the second case, transferring the work to a collocated team saved the project from certain disaster. From these examples and others, there are strong indications that companies should be rediscovering collocated project teams as the old/new paradigm for delivering real value for their IT projects"
2467.0,Excluded,ec3,The Home Ground of Automated Acceptance Testing: Mature Use of FitNesse,"This article describes a group of developers and how they successfully use Fitness. The study is based on interviews with 4 consultants, and shows that automated acceptance testing was used in two steps every iteration: a specification step where it helped communicate requirements, and a verification step where it helped developers in the process of producing and maintaining software. The study indicates that automated acceptance testing may be a viable strategy, but that it must be used with care. Communicating requirements throughout the lifespan of the software is just as important as automating the tests, and AAT can help with both of these issues."
2468.0,Excluded,ec3,The Image-Guided Surgery Toolkit IGSTK: An Open Source C++ Software Toolkit,This paper presents an overview of the image-guided surgery toolkit (IGSTK). IGSTK is an open source C++ software library that provides the basic components needed to develop image-guided surgery applications...
2470.0,Excluded,ec3,The impact of agile practices on communication in software development,Agile software development practices such as eXtreme Programming (XP) and SCRUM have increasingly been adopted to respond to ...
2472.0,Excluded,ec3,The Impact of an Agile Methodology on the Well Being of Development Teams,"This paper describes an empirical study, which addresses the aspect of well being amongst members of the software development teams. The question of interest is whether an agile methodology has any distinct ef..."
2473.0,Excluded,ec7,The Impact of Domain Knowledge on the Effectiveness of Requirements Idea Generation during Requirements Elicitation, 
2474.0,Excluded,ec7,The impact of end-user participation in IT projects on product usability,Many companies implementing new IT projects encounter numerous problems with ensuring good final product usability. The strong market competition they experience often results in necessity of undertaking difficult decisions with regard to cost minimization. ...
2475.0,Included,included,The impact of inadequate customer collaboration on self-organizing Agile teams,"Context Customer collaboration is a vital feature of Agile software development. Objective This article addresses the importance of adequate customer involvement on Agile projects, and the impact of different levels of customer involvement on real-life Agile projects. Method We conducted a Grounded Theory study involving 30 Agile practitioners from 16 software development organizations in New Zealand and India, over a period of 3 years. Results We discovered that Lack of Customer Involvement was one of the biggest challenges faced by Agile teams. Customers were not as involved on these Agile projects as Agile methods demand. We describe the causes of inadequate customer collaboration, its adverse consequences on self-organizing Agile teams, and Agile Undercover â€” a set of strategies used by the teams to practice Agile despite insufficient or ineffective customer involvement. Conclusion Customer involvement is important on Agile projects. Inadequate customer involvement causes adverse problems for Agile teams. The Agile Undercover strategies weâ€™ve identified can assist Agile teams facing similar lack of customer involvement."
2476.0,Excluded,ec3,The impact of media selection on stakeholder communication in agile global software development: a preliminary industrial case study,This paper investigates the selection of appropriate communication media in agile global software development. Frequent communication between project stakeholders is core to agile software development. Furthermore the choice of media is fundamental to ...
2478.0,Excluded,ec3,The impact of process choice in high maturity environments: An empirical analysis,"We present the results of a three year field study of the software development process choices made by project teams at two leading offshore vendors. In particular, we focus on the performance implications of project teams that chose to augment structured, ..."
2479.0,Excluded,ec3,The impact of regulatory compliance on agile software processes with a focus on the FDA guidelines for medical device software,"The difficulty of complying with different regulations has become more evident as a large number of regulated businesses are mandated to follow an ever-increasing set of regulations. These regulations often drive significant changes in the way organizations operate to deliver value to their customers. This paper focuses on the impact of the Food and Drug Administration (FDA) regulations on agile software development processes, which in many ways can be considered as just another type of organizational processes. Particular focus is placed on the ability for Extreme Programming (XP) to support FDA requirements. Findings show that XP fails to meet many of the FDA guidelines for medical device software, which increases the risks of non-compliance for organizations that have adopted XP as their main software process. The results of this study can lead the work towards designing an extension to XP for FDA regulations. Copyright Â© 2011, IGI Global."
2480.0,Excluded,ec7,The Impact of Requirements on Software Quality across Three Product Generations," In a previous case study, we presented data demonstrating the impact that a well-written and well-reviewed set of requirements had on software defects and other quality indicators between two generations of an Intel product. The first generation was coded from an unorganized collection of requirements that were reviewed infrequently and informally. In contrast, the second was developed based on a set of requirements stored in a Requirements Management database and formally reviewed at each revision. Quality indicators for the second software product all improved dramatically even with the increased complexity of the newer product. This paper will recap that study and then present data from a subsequent Intel case study revealing that quality enhancements continued on the third generation of the product. The third generation software was designed and coded using the final set of requirements from the second version as a starting point. Key product differentiators included changes to operate with a new Intel processor, the introduction of new hardware platforms and the addition of approximately fifty new features. Software development methodologies were nearly identical, with only the change to a continuous build process for source code check-in added. Despite the enhanced functionality and complexity in the third generation software, requirements defects, software defects, software sightings, feature commit vs. delivery (feature variance), defect closure efficiency rates, and number of days from project commit to customer release all improved from the second to the third generation of the software."
2481.0,Excluded,ec3,The impact of Test-First programming on branch coverage and mutation score indicator of unit tests: An experiment,"Background Test-First programming is regarded as one of the software development practices that can make unit tests to be more rigorous, thorough and effective in fault detection. Code coverage measures can be useful as indicators of the thoroughness of unit test suites, while mutation testing turned out to be effective at finding faults. Objective This paper presents an experiment in which Test-First vs. Test-Last programming practices are examined with regard to branch coverage and mutation score indicator of unit tests. Method Student subjects were randomly assigned to Test-First and Test-Last groups. In order to further reduce pre-existing differences among subjects, and to get a more sensitive measure of our experimental effect, multivariate analysis of covariance was performed. Results Multivariate tests results indicate that there is no statistically significant difference between Test-First and Test-Last practices on the combined dependent variables, i.e. branch coverage and mutation score indicator, ( F ( 2 , 9 ) = . 52 , p &gt; . 05 ), even if we control for the pre-test results, the subjectsâ€™ experience, and when the subjects who showed deviations from the assigned programming technique are excluded from the analysis. Conclusion According to the preliminary results presented in this paper, the benefits of the Test-First practice in this specific context can be considered minor. Limitation It is probably the first-ever experimental evaluation of the impact of Test-First programming on mutation score indicator of unit tests and further experimentation is needed to establish evidence."
2482.0,Excluded,ec3,The impact of the Abilene Paradox on double-loop learning in an agile team,"This paper presents a qualitative investigation of learning failures associated with the introduction of a new software development methodology by a project team. This paper illustrates that learning is more than the cognitive process of acquiring a new skill; learning also involves changes in behaviour and even beliefs. Extreme Programming (XP), like other software development methodologies, provides a set of values and guidelines as to how software should be developed. As these new values and guidelines involve behavioural changes, the study investigates the introduction of \{XP\} as a new learning experience. Researchers use the concepts of single and double-loop learning to illustrate how social actors learn to perform tasks effectively and to determine the best task to perform. The concept of triple-loop learning explains how this learning process can be ineffective, accordingly it is employed to examine why the introduction of \{XP\} was ineffective in the team studied. While \{XP\} should ideally foster double-loop learning, triple-loop learning can explain why this does not necessarily occur. Research illustrates how power factors influence learning among groups of individuals; this study focuses on one specific power factor â€“ the power inherent in the desire to conform. The Abilene Paradox describes how groups can make ineffective decisions that are contrary to that which group members personally desire or believe. Ineffective decision-making occurs due to the desire to conform among group members; this was shown as the cause of ineffective learning in the software team studied. This desire to conform originated in how the project team cohered as a group, which was, in turn, influenced by the social values embraced by XP."
2483.0,Excluded,ec3,The Importance of Identity and Vision to User Experience Designers on Agile Projects,"User Experience (UX) practitioners and agile practitioners need to understand how user-centred design (UCD) and its techniques can be applied in an agile context. This paper presents the results of a study concerning the role of UX practitioners on agile projects, as perceived by UX practitioners themselves. We interviewed ten UX practitioners in a variety of settings, and following a qualitative approach we identified two main themes that are perceived by UX practitioners to be highly influential in the success of integrating UCD and agile approaches. These two themes are: UX practitionerspsila understanding of their job role, and the need to establish, protect and communicate an overall team vision. Techniques for integrating the end user perspective in agile projects are also reported. These results were refined through a short observational study of one of the practitioners."
2484.0,Excluded,ec3,The influence of organizational culture on the adoption of extreme programming,"The adoption of extreme programming (XP) method requires a very peculiar cultural context in software development companies. However, stakeholders do not always consider this matter and tend to stand to technical requirements of the method. Hence this paper aims at identifying aspects of organizational culture that may influence favorably or unfavorably the use of XP. In order to identify those aspects, this study analyzes dimensions of organizational culture under the perspective of practices and values of XP. This paper is based on the review of the literature of the area and empirical observations carried out with six software companies. This study does not intend to develop a tool for measurement of XPâ€™s compatibility with the organizational culture of each company. It intends to provide parameters (favorable and unfavorable aspects) for previous consideration of the convenience of \{XP\} implementation."
2485.0,Excluded,ec3,The Inkubook Experience: A Tale of Five Processes,"Inkubook.com came into existence in March 2008 when an existing software development and marketing organization received a new CEO who immediately tasked the team with building an entirely different product. This paper describes the sources of pain that led to an evolution from the existing Scrum process through four major changes as the team's process shifted to meet the team's goals and management's demands. Then, the ramifications and further changes of the resulting kanban approach are explored."
2486.0,Excluded,ec3,"The Inscription, Translation and Re-Inscription of Technology for Mathematical Learning","Seeking to contribute to our understanding of the role of educational technology in mathematical learning, this paper takes a socio-genetic approach to tracing the ways technology becomes part of classroom mat..."
2487.0,Excluded,ec7,The Integration of an RE Method and AHP: A Pilot Study in a Large Swiss Bank," This paper reports on a pilot study of the integration between the Systemic Enterprise Architecture Method (SEAM) and the Analytic Hierarchy Process (AHP) in a requirements engineering project. The objective of the project, conducted in one of the major banks in Switzerland, was to select a common SOA tool that could satisfy the needs of two of the bank's main business units, investment and private banking. SEAM provided help in identifying stakeholders, eliciting their requirements, and analyzing these requirements. The resulting requirements were then grouped and translated into selection criteria for the alternative SOA tools. Based on these criteria, the stakeholders chose the tool to be purchased using AHP. We describe the project, the challenges we faced and the lessons learned. These relate to the nature and traceability of requirements, to the requirements elicitation process and to the relations between the bank's business units."
2488.0,Excluded,ec7,The inverted-lecture model: a case study in computer architecture,"This paper reports on an experience in using the inverted-lecture model (""flipping the classroom"") in computer architecture. The first author concurrently taught two courses in computer architecture. One of these courses was CSC/ECE 506: Architecture ..."
2489.0,Excluded,ec3,The involvement of human resources in large scale data mining projects,Data mining projects are complex and have a high failure rate. In order to improve the success rate of such projects it is not only important to follow a predefined life cycle but it is also vital to the overall success of the project to manage human ...
2490.0,Excluded,ec3,The lean gap: A review of lean approaches to large-scale software systems development,"Abstract Lean approaches to product development (LPD) have had a strong influence on many industries and in recent years there have been many proponents for lean in software development as it can support the increasing industry need of scaling agile software development. With it's roots in industrial manufacturing and, later, industrial product development, it would seem natural that \{LPD\} would adapt well to large-scale development projects of increasingly software-intensive products, such as in the automotive industry. However, it is not clear what kind of experience and results have been reported on the actual use of lean principles and practices in software development for such large-scale industrial contexts. This was the motivation for this study as the context was an ongoing industry process improvement project at Volvo Car Corporation and Volvo Truck Corporation. The objectives of this study are to identify and classify state of the art in large-scale software development influenced by \{LPD\} approaches and use this established knowledge to support industrial partners in decisions on a software process improvement (SPI) project, and to reveal research gaps and proposed extensions to \{LPD\} in relation to its well-known principles and practices. For locating relevant state of the art we conducted a systematic mapping study, and the industrial applicability and relevance of results and said extensions to \{LPD\} were further analyzed in the context of an actual, industrial case. A total of 10,230 papers were found in database searches, of which 38 papers were found relevant. Of these, only 42 percent clearly addressed large-scale development. Furthermore, a majority of papers (76 percent) were non-empirical and many lacked information about study design, context and/or limitations. Most of the identified results focused on eliminating waste and creating flow in the software development process, but there was a lack of results for other \{LPD\} principles and practices. Overall, it can be concluded that research in the much hyped field of lean software development is in its nascent state when it comes to large scale development. There is very little support available for practitioners who want to apply lean approaches for improving large-scale software development, especially when it comes to inter-departmental interactions during development. This paper explicitly maps the area, qualifies available research, and identifies gaps, as well as suggests extensions to lean principles relevant for large scale development of software intensive systems."
2491.0,Excluded,ec3,"The MADlib analytics library: or MAD skills, the SQL","MADlib is a free, open-source library of in-database analytic methods. It provides an evolving suite of SQL-based algorithms for machine learning, data mining and statistics that run at scale within a database engine, with no need for data import/export ..."
2492.0,Included,included,The main challenges of implementing fixed-price agile projects for corporate customers,"This experience report titled, `The main challenges of implementing fixed-price agile projects for corporate customers' deals with the difficulties development teams encounter in delivering fixed-price agile projects for traditional corporate clients. The report also lays out the rationale for the agile approach to fixed-price contracts, and cites examples of successful implementations. The main challenges to successful delivery of agile projects under fixed-price contracts are as follows: Correct estimation of fixed-price agile projects; Misalignment between classical functional requirements and User Stories; Difficulty in handling change requests typical for agile projects with fixed budget; Differences between document-oriented and communication-oriented practices; Complexity of embedding specific agile projects into traditional (waterfall) customer environments; Tracking implemented scope and spent budget. The report also offers practical advice to address the aforementioned difficulties."
2494.0,Included,included,"The Many Lives of an Agile Story: Design Processes, Design Products, and Understandings in a Large-Scale Agile Development Project","In Agile Software Development (ASD), stakeholders use stories to stimulate conversations that create and convey understanding of software requirements. Some authors have argued that ASD methods have limited applicability to large-scale projects because agile stories are not sufficient to capture the complexities of up-front design. This paper reports a 2.5-year field study of how an ASD team for a complex software system adapted the user story concept and the Scrum approach. The team sought to create a convention for representing agile stories which could capture the complexities of the system requirements without burdening the team with unneeded documentation. They developed eight different ways to represent a story. The core representation of the approach was called a HyperEpic, a structured collection of closely-related HyperStories. HyperEpics required 90-99% fewer words than conventional specifications. Because of their dense form, Hyper-epics were not useful for other phases in the design/build processes. The team evolved a design/build work practice that proceeded in stages. In each stage, stories underwent a one or more transformations. Each transformation represented stories differently to create varied kinds of understandings among different stakeholder sets. The team was able to gain the benefits of ASD - faster development cycles, less documentation, rapid adaptation to insights and conditions."
2496.0,Excluded,ec3,The maturity of maturity model research: A systematic mapping study,"Context Maturity models offer organizations a simple but effective possibility to measure the quality of their processes. Emerged out of software engineering, the application fields have widened and maturity model research is becoming more important. During the last two decades the publication amount steadily rose as well. Until today, no studies have been available summarizing the activities and results of the field of maturity model research. Objective The objective of this paper is to structure and analyze the available literature of the field of maturity model research to identify the state-of-the-art research as well as research gaps. Method A systematic mapping study was conducted. It included relevant publications of journals and \{IS\} conferences. Mapping studies are a suitable method for structuring a broad research field concerning research questions about contents, methods, and trends in the available publications. Results The mapping of 237 articles showed that current maturity model research is applicable to more than 20 domains, heavily dominated by software development and software engineering. The study revealed that most publications deal with the development of maturity models and empirical studies. Theoretical reflective publications are scarce. Furthermore, the relation between conceptual and design-oriented maturity model development was analyzed, indicating that there is still a gap in evaluating and validating developed maturity models. Finally, a comprehensive research framework was derived from the study results and implications for further research are given. Conclusion The mapping study delivers the first systematic summary of maturity model research. The categorization of available publications helps researchers gain an overview of the state-of-the-art research and current research gaps. The proposed research framework supports researchers categorizing their own projects. In addition, practitioners planning to use a maturity model may use the study as starting point to identify which maturity models are suitable for their domain and where limitations exist."
2497.0,Excluded,ec3,The MultiRISK platform: The technical concept and application of a regional-scale multihazard exposure analysis tool,"Many regions worldwide are threatened by multiple natural hazards with the potential to cause high damages and losses. However, the modeling of multiple hazards in a joint analysis scheme is still in the early stages of development as a range of serious challenges emerges in the multihazard context such as differing modeling approaches in use for contrasting hazards; the time- and data-demanding conduct of each single preparative, intermediate and analysis step; and the clear visualization of the modeling outcome. Under consideration of these difficulties, a regional multihazard exposure analysis concept is developed for five natural hazards: debris flows, rock falls, shallow landslides, avalanches, and river floods, complemented by a visualization scheme to present the modeling outcome. An automation of the two schemes resulted in a beta version of the MultiRISK modeling and the MultiRISK visualization software tool forming together the MultiRISK platform. To test the analysis scheme and the software implementation of MultiRISK a case study is performed in the Barcelonnette basin in France with a worst-case parameterization of the models on the basis of extensive literature reviews. Experiences from this case study offered many insights into the multihazard topic and even more questions, e.g. with respect to coherent multihazard model parameterization, validation or the comparability and interpretation of single-hazard modeling results, respectively. Although analysis schemes can be proposed and software tools can be provided to facilitate many steps, a well-conceived and reflective approach to multihazard settings is essential. The worst-case analysis based on literature values apparently leads to an overestimation of the susceptible areas and the number of exposed elements. Nevertheless, depending on the data situation of an area, especially in areas without any information on past events, this approach may offer the determination of general hazard distributions, overlaps, and areas of potential risk without data-demanding calibration."
2498.0,Excluded,ec6,The nature of software design and its teaching: an exposition,"Design plays a critical role in the software's quality and long-term success. Yet, software design, as a systematic process, is not sufficiently understood, and its practice in the real world is highly varied. As a result, teaching software design remains ..."
2499.0,Included,included,The NORMAP Methodology: Lightweight Engineering of Non-functional Requirements for Agile Processes,"Agile software development methodologies, such as Scrum, have become very popular in quickly delivering quality Functional Requirements (FRs). However, agile methodologies have not sufficiently identified, modeled, and linked Non-Functional Requirements (NFRs) - such as security and performance - with FRs in early requirements phases. This research presents a lightweight engineering of NFRs for agile processes. The proposed Non-functional Requirements Modeling for Agile Processes (NORMAP) Methodology identifies, links, and models Agile Loose Cases (ALCs) with Agile Use Cases (AUCs) and Agile Choose Cases (ACCs). A lightweight adapted version of the NFR Framework was developed including 25 important NFRs. Further, a risk-driven agile requirements implementation sequence and a visual tree-like view were developed. The methodology was validated through developing a Java-based modeling simulation tool and two case studies."
2501.0,Excluded,ec3,"The Opportunities, Challenges, and Risks of High Performance Computing in Computational Science and Engineering","Publisher Summary This chapter explores the promise of using high performance computers to address the strategic problems facing society. It characterizes some of the key properties and characteristics of some high performance computing applications. Four challenges have been addressed in the chapter, they are: the performance challenge, the programming challenge, the prediction challenge, and the development challenge. The chapter describes the scope of these four challenges, identifies the risks involved with each challenge, and suggests ways to mitigate the risks. The descriptions and solutions rely heavily on case studies of a number of large computational science projects and stress the importance of continued case studies as an essential element of the maturing process for computational science and engineering. To meet â€œThe Programming Challenge,â€� the High Performance Computer operations and development software community (industry, government, and academia) must develop the tools and methods to facilitate the development and running of codes so that application codes can be developed quickly and reliably, and can be run efficiently on the High Performance platforms."
2502.0,Included,included,The practice of specifying requirements using executable acceptance tests in computer science courses,This report describes the practice of using executable acceptance testing for specifying programming assignments in software engineering courses. We summarize experiences from two courses introduced in two academic institutions over four semesters -- ...
2503.0,Excluded,ec7,The presenter first design approach,"Presenter First is a design technique that combines the Model-View-Presenter design pattern with the concept of ""user stories."" We have found that Presenter First helps students decompose their programming projects into manageable tasks."
2504.0,Excluded,ec7,The problem of knowledge decoupling in software development projects,"In our ethnographic investigation of software integration projects a recurrent pattern emerges. The detailed understanding leaders have of the design and development decreases over time as they become busier and busier attending meetings, creating documents, ..."
2505.0,Excluded,ec7,The Process Enactment Tool Frameworkâ€”Transformation of software process models to prepare enactment,"Rich development process models contain information about structures for project organization and also for concrete outcomes of a project. However, rich processes are hard to implement. They often contain hundreds of pages of documentation. Development teams tend to be skeptical about rich processes in fear of additional effort, risking the benefits of rich tool support for enactment. Process enactment is a challenging task. There is no common methodology to quickly â€œimplementâ€� a development process in a tool or a set of tools. Often specialized tools are used to provide assistance during the project and it is the project managerâ€™s task to consolidate the information with the rest of the team. The Process Enactment Tool Framework (PET) is a software tool that supports the transformation of a given formal development process into a format that project tools can work with. \{PET\} is an instrument to import processes based on a metamodel and provide exports for a specific project environment. \{PET\} takes an input software development process model and transforms it into an intermediate format that serves as the basis for a second transformation step into data formats of tools such as office suites or comprehensive \{ALM\} platforms. In this paper we present the tool framework and show how metamodel-based processes can be transformed into an environment that is ready to use for a project team. We show how \{PET\} is applied for the German V-ModellÂ XT and for SPEM-based processes to generate, e.g., process templates for the Team Foundation Server or work product document templates."
2506.0,Excluded,ec3,The profession of ITEvolutionary system development,Large systems projects are failing at an alarming rate. It's time to take evolutionary design methods off the shelf.
2508.0,Excluded,ec5,The Quest for Ubiquity: A Roadmap for Software and Systems Traceability Research," Traceability underlies many important software and systems engineering activities, such as change impact analysis and regression testing. Despite important research advances, as in the automated creation and maintenance of trace links, traceability implementation and use is still not pervasive in industry. A community of traceability researchers and practitioners has been collaborating to understand the hurdles to making traceability ubiquitous. Over a series of years, workshops have been held to elicit and enhance research challenges and related tasks to address these shortcomings. A continuing discussion of the community has resulted in the research roadmap of this paper. We present a brief view of the state of the art in traceability, the grand challenge for traceability and future directions for the field."
2509.0,Excluded,ec7,The Regulatory World and the Machine: Harmonizing Legal Requirements and the Systems They Affect," The past decade has seen a substantial increase in the issuance of privacy and security regulations governing personal information. Ensuring system and organizational compliance is both more important and more difficult than ever before, as the penalties have become more severe, and regulations more complex and nuanced. This also presents substantial difficulties for multi-national companies, as different states, countries, or regions do not adhere to a uniform standard, resulting in a mixed set of regulations for the systems they govern. In this work, I describe a framework to address this issue, referred to as requirements water marking, wherein requirements from different jurisdictions that govern the same system may be evaluated and reduced to a single standard of care, establishing a “high water mark” for regulatory compliance and reducing requirements complexity. The framework, which draws on work in requirements specification languages and requirements comparison, allows engineers and legal experts to systematically simplify compliance and determine both high and low standards of care, while maintaining traceability back to the original legal text. In addition, I investigate the proposed value of legal requirements models, demonstrating the relationship between proposed value of these models to organizational decision-making and the validity of the model."
2510.0,Excluded,ec3,The relationship between organizational culture and the deployment of agile methods,"Context Systems development normally takes place in a specific organizational context, including organizational culture. Previous research has identified organizational culture as a factor that potentially affects the deployment systems development methods. Objective The purpose is to analyze the relationship between organizational culture and the post-adoption deployment of agile methods. Method This study is a theory development exercise. Based on the Competing Values Model of organizational culture, the paper proposes a number of hypotheses about the relationship between organizational culture and the deployment of agile methods. Results Inspired by the agile methods thirteen new hypotheses are introduced and discussed. They have interesting implications, when contrasted with ad hoc development and with traditional systems development methods. Conclusion Because of the conceptual richness of organizational culture and the ambiguity of the concept of agility the relationship between organizational culture and the deployment of agile systems development forms a rich and interesting research topic. Recognizing that the Competing Values Model represents just one view of organizational culture, the paper introduces a number of alternative conceptions and identifies several interesting paths for future research into the relationship between organizational culture and agile methods deployment."
2511.0,Excluded,ec7,"The relevance of software documentation, tools and technologies: a survey","This paper highlights the results of a survey of software professionals. One of the goals of this survey was to uncover the perceived relevance (or lack thereof) of software documentation, and the tools and technologies used to maintain, verify and validate ..."
2512.0,Included,included,The requirements engineer as a liaison officer in agile software development,"In agile development projects, customers are facing considerable challenges because of the substantial amount and depth of their responsibility for the overall progress and success of the project. This paper proposes to extend and redefine the role of ..."
2513.0,Excluded,ec3,The Research on Landslide Disaster Information Publishing System Based on WebGIS,"By analyzing the technique features and functions of WebGIS, combined with the landslide disaster characteristics of Lanzhou city, taken MapGIS K9-IMS as map release platform, the landslide disaster information publishing based on WebGIS of Lanzhou city is built. This paper has introduced the overall structure of the system and its functional characteristics, as well as analyzed the key technologies and methods to conduct the system briefly. The system adopts B/S frameworks of three layers, designs and conducts each of the functional modules based on the thoughts of modularization and routing. It includes three modules: rainfall management, warning analysis, warning management, with the warning analysis module as its core. Doing the secondary development based on the MapGIS K9-IMS platform, it can realize these functions: storage and management, query and retrieval, warning and analysis, Web publishing, decision-making of landslide disaster information, etc., which can provide decision support for local disaster prevention and mitigation."
2514.0,Excluded,ec3,The right process for each context: objective evidence needed,"The growing importance of software in ever more technical systems has led to new demands with respect to developing software. The demand for more functionality, higher quality, and faster delivery hence poses major challenges to the software industry. ..."
2515.0,Excluded,ec6,The role of a project-based capstone course,A project-based capstone course aims at using software development skills while performing a project in the course domain. One of our main challenges is to simulate a real world environment so to provide our students with the experience they need. Planning ...
2516.0,Excluded,ec3,The role of agile practices in disaster management and recovery: a case study,Agile processes like Scrum are increasingly being used in globally distributed contexts. One key reality of the world today is the threat of terrorism. This paper documents the case of a globally distributed Scrum team and shows how this team recovered ...
2517.0,Excluded,ec7,The role of blogging in generating a software product vision,"The core problem with requirements engineering is that often even the customers have no clear idea what they need; they don't know how to express it; or even if they express it really well, what they thought they need wasn't what they really need. Despite ..."
2518.0,Excluded,ec3,The Role of Communication in Agile Systems Development,Agile development methods such as Extreme Programming (XP) (Beck 1999) or Scrum (Schwaber and Beedle 2002) are very popular in today’s software industry. Agility is the continual readiness of a systems...
2519.0,Excluded,ec3,The role of extreme programming in a plan-driven organization,"The difficulties and even lack of commitment to follow plans within plan-based organizations is a well known phenomenon (see tikyaCiborra et al. 2000; Suchman 1987). For software development companies, this problem has become an increasing dilemma, as typically plan-driven software development assessment standards like the capability maturity model (CMM) or ISO/IEC 15504 have not always been easy to conform processes against. Particularly, in environments where requirements are rapidly changing, more agile approaches such as Scrum and extreme programming (XP) have caught on. In this work, we are reporting from a case study of an organization looking to not move completely from their plan-based processes (as they are but a part of a larger organization operating in a plan-based way), but rather adapt their overarching processes in a way that allows them to use XP to support their everyday work precluded by their current processes. To this end, we present four perspectives that organizations may take when they desire or consider becoming more agile in their development. We use the Nerur et al. (2005) key issues for moving from plan-based to agile software development to compare and analyze our findings. In doing this, we highlight a set of likely criteria necessary to successfully create a combination of the plan-driven and agile approaches. Â© 2006 International Federation for Information Processing."
2520.0,Excluded,ec6,The role of modelling in the software engineering curriculum,"This paper argues that the concept of modelling, and particularly the modelling of software system structures, is not being given sufficient attention within current sources that describe aspects of the software engineering curriculum. The paper describes the scope of modelling as a general concept, and explains the role that the modelling of software system structures plays within it. It discusses the treatment of this role within the various sources, and compares this both with the experience of the role that such modelling plays in the undergraduate curriculum at Sheffield University, and with the practice in other branches of engineering. The idea is examined that modelling should be treated as a recurring concept within the curriculum, and it is shown that this gives rise to a matrix structure for the software engineering curriculum. The paper discusses how such a structure can be mapped into a conventional hierarchical curriculum model, and the relationships that need to be made explicit in doing so. It describes the practical implications of these results for the structures of degree programmes in software engineering."
2521.0,Excluded,ec7,The role of objects in a services-obsessed world,"Every half-decade or so, the computing world is infected by a meme that energizes IT and stimulates architectural thinking but also distorts discussion and clouds judgment. A few generations ago it was objects; now it's services. As every developer has ..."
2522.0,Included,included,The role of physical artefacts in agile software development: Two complementary perspectives,"Agile software development promotes feedback, discipline and close collaboration between all members of the development team, and de-emphasises documentation, â€˜big design up frontâ€™ and hierarchical processes. Agile teams tend to be co-located and multi-disciplinary, and rely heavily on face-to-face communication and seemingly simple physical artefacts to support interaction. In this paper we focus on the functionality of two key physical artefacts â€“ the story card and the Wall â€“ which, individually and in combination, underpin the teamâ€™s activity. These artefacts have two main roles â€“ one which enables a shared understanding of requirements and one which facilitates the development process itself. We consider these roles from two perspectives: a notational perspective and a social perspective. This discussion shows how the two perspectives â€“ the notational and the social â€“ intertwine and are mutually supportive. Any attempt to replace these physical artefacts with alternative support for an agile team needs to take account of both perspectives, and the complex relationships between them."
